ruido,frec_obs,periodo,n_seg,n_meses,ok
0.8,7,240,20,3,0.1
0.8,7,240,20,6,0.0
0.8,7,240,20,9,0.4
0.8,7,240,20,12,0.4
0.8,7,270,20,3,0.5
0.8,7,270,20,6,0.4
0.8,7,270,20,9,0.5
0.8,7,270,20,12,0.2
0.8,7,300,20,3,0.6
0.8,7,300,20,6,0.2
0.8,7,300,20,9,0.6
0.8,7,300,20,12,0.3
0.8,7,330,20,3,0.1
0.8,7,330,20,6,0.3
0.8,7,330,20,9,0.0
0.8,7,330,20,12,0.5
0.8,7,360,20,3,0.1
0.8,7,360,20,6,0.0
0.8,7,360,20,9,0.6
0.8,7,360,20,12,0.3
0.8,14,30,20,3,0.6
0.8,14,30,20,6,0.0
0.8,14,30,20,9,0.0
0.8,14,30,20,12,0.7
0.8,14,60,20,3,0.1
0.8,14,60,20,6,0.3
0.8,14,60,20,9,0.5
0.8,14,60,20,12,0.2
0.8,14,90,20,3,0.1
0.8,14,90,20,6,0.0
0.8,14,90,20,9,0.1
0.8,14,90,20,12,0.4
0.8,14,120,20,3,0.1
0.8,14,120,20,6,0.0
0.8,14,120,20,9,0.1
0.8,14,120,20,12,0.4
0.8,14,150,20,3,0.2
0.8,14,150,20,6,0.3
0.8,14,150,20,9,0.6
0.8,14,150,20,12,0.4
0.8,14,180,20,3,0.1
0.8,14,180,20,6,0.1
0.8,14,180,20,9,0.3
0.8,14,180,20,12,0.3
0.8,14,210,20,3,0.3
0.8,14,210,20,6,0.0
0.8,14,210,20,9,0.0
0.8,14,210,20,12,0.5
0.8,14,240,20,3,0.7
0.8,14,240,20,6,0.3
0.8,14,240,20,9,0.9
0.8,14,240,20,12,0.0
0.8,14,270,20,3,0.0
0.8,14,270,20,6,0.0
0.8,14,270,20,9,0.0
0.8,14,270,20,12,0.3
0.8,14,300,20,3,0.0
0.8,14,300,20,6,0.1
0.8,14,300,20,9,0.1
0.8,14,300,20,12,0.9
0.8,14,330,20,3,0.8
0.8,14,330,20,6,0.5
0.8,14,330,20,9,0.1
0.8,14,330,20,12,0.2
0.8,14,360,20,3,0.2
0.8,14,360,20,6,0.4
0.8,14,360,20,9,0.7
0.8,14,360,20,12,0.7
0.8,21,30,20,3,0.0
0.8,21,30,20,6,0.2
0.8,21,30,20,9,0.1
0.8,21,30,20,12,0.1
0.8,21,60,20,3,0.5
0.8,21,60,20,6,0.2
0.8,21,60,20,9,0.4
0.8,21,60,20,12,0.3
0.8,21,90,20,3,0.3
0.8,21,90,20,6,0.3
0.8,21,90,20,9,0.1
0.8,21,90,20,12,0.2
0.8,21,120,20,3,0.0
0.8,21,120,20,6,0.1
0.8,21,120,20,9,0.3
0.8,21,120,20,12,0.0
0.8,21,150,20,3,0.0
0.8,21,150,20,6,0.7
0.8,21,150,20,9,0.2
0.8,21,150,20,12,0.3
0.8,21,180,20,3,0.1
0.8,21,180,20,6,0.1
0.8,21,180,20,9,0.5
0.8,21,180,20,12,0.0
0.8,21,210,20,3,0.3
0.8,21,210,20,6,0.2
0.8,21,210,20,9,0.2
0.8,21,210,20,12,0.4
0.8,21,240,20,3,0.5
0.8,21,240,20,6,0.5
0.8,21,240,20,9,0.2
0.8,21,240,20,12,0.3
0.8,21,270,20,3,0.2
0.8,21,270,20,6,0.0
0.8,21,270,20,9,0.1
0.8,21,270,20,12,0.2
0.8,21,300,20,3,0.5
0.8,21,300,20,6,0.4
0.8,21,300,20,9,0.0
0.8,21,300,20,12,0.4
0.8,21,330,20,3,0.3
0.8,21,330,20,6,0.3
0.8,21,330,20,9,0.1
0.8,21,330,20,12,0.1
0.8,21,360,20,3,0.2
0.8,21,360,20,6,0.2
0.8,21,360,20,9,0.4
0.8,21,360,20,12,0.4
0.8,28,30,20,3,0.2
0.8,28,30,20,6,0.5
0.8,28,30,20,9,0.2
0.8,28,30,20,12,0.2
0.8,28,60,20,3,0.4
0.8,28,60,20,6,0.3
0.8,28,60,20,9,0.1
0.8,28,60,20,12,0.2
0.8,28,90,20,3,0.0
0.8,28,90,20,6,0.0
0.8,28,90,20,9,0.1
0.8,28,90,20,12,0.1
0.8,28,120,20,3,0.1
0.8,28,120,20,6,0.5
0.8,28,120,20,9,0.4
0.8,28,120,20,12,0.4
0.8,28,150,20,3,0.2
0.8,28,150,20,6,0.4
0.8,28,150,20,9,0.2
0.8,28,150,20,12,0.3
0.8,28,180,20,3,0.4
0.8,28,180,20,6,0.0
0.8,28,180,20,9,0.4
0.8,28,180,20,12,0.5
0.8,28,210,20,3,0.5
0.8,28,210,20,6,0.1
0.8,28,210,20,9,0.1
0.8,28,210,20,12,0.3
0.8,28,240,20,3,0.6
0.8,28,240,20,6,0.2
0.8,28,240,20,9,0.5
0.8,28,240,20,12,0.3
0.8,28,270,20,3,0.5
0.8,28,270,20,6,0.0
0.8,28,270,20,9,0.5
0.8,28,270,20,12,0.1
0.8,28,300,20,3,0.6
0.8,28,300,20,6,0.2
0.8,28,300,20,9,0.0
0.8,28,300,20,12,0.4
0.8,28,330,20,3,0.2
0.8,28,330,20,6,0.3
0.8,28,330,20,9,0.0
0.8,28,330,20,12,0.2
0.8,28,360,20,3,0.1
0.8,28,360,20,6,0.6
0.8,28,360,20,9,0.3
0.8,28,360,20,12,0.1
0.9,7,30,20,3,0.2
0.9,7,30,20,6,0.5
0.9,7,30,20,9,0.6
0.9,7,30,20,12,0.0
0.9,7,60,20,3,0.0
0.9,7,60,20,6,0.1
0.9,7,60,20,9,0.5
0.9,7,60,20,12,0.4
0.9,7,90,20,3,0.0
0.9,7,90,20,6,0.5
0.9,7,90,20,9,0.2
0.9,7,90,20,12,0.1
0.9,7,120,20,3,0.5
0.9,7,120,20,6,0.0
0.9,7,120,20,9,0.4
0.9,7,120,20,12,0.2
0.9,7,150,20,3,0.1
0.9,7,150,20,6,0.2
0.9,7,150,20,9,0.2
0.9,7,150,20,12,0.2
0.9,7,180,20,3,0.0
0.9,7,180,20,6,0.6
0.9,7,180,20,9,0.4
0.9,7,180,20,12,0.6
0.9,7,210,20,3,0.3
0.9,7,210,20,6,0.1
0.9,7,210,20,9,0.5
0.9,7,210,20,12,0.7
0.9,7,240,20,3,0.2
0.9,7,240,20,6,0.1
0.9,7,240,20,9,0.5
0.9,7,240,20,12,0.3
0.9,7,270,20,3,0.5
0.9,7,270,20,6,0.0
0.9,7,270,20,9,0.0
0.9,7,270,20,12,0.2
0.9,7,300,20,3,0.2
0.9,7,300,20,6,0.3
0.9,7,300,20,9,0.1
0.9,7,300,20,12,0.6
0.9,7,330,20,3,0.6
0.9,7,330,20,6,0.6
0.9,7,330,20,9,0.8
0.9,7,330,20,12,0.0
0.9,7,360,20,3,0.6
0.9,7,360,20,6,0.0
0.9,7,360,20,9,0.6
0.9,7,360,20,12,0.3
0.9,14,30,20,3,0.4
0.9,14,30,20,6,0.6
0.9,14,30,20,9,0.0
0.9,14,30,20,12,0.1
0.9,14,60,20,3,0.1
0.9,14,60,20,6,0.6
0.9,14,60,20,9,0.2
0.9,14,60,20,12,0.2
0.9,14,90,20,3,0.1
0.9,14,90,20,6,0.1
0.9,14,90,20,9,0.2
0.9,14,90,20,12,0.3
0.9,14,120,20,3,0.0
0.9,14,120,20,6,0.4
0.9,14,120,20,9,0.6
0.9,14,120,20,12,0.4
0.9,14,150,20,3,0.1
0.9,14,150,20,6,0.0
0.9,14,150,20,9,0.2
0.9,14,150,20,12,0.3
0.9,14,180,20,3,0.3
0.9,14,180,20,6,0.1
0.9,14,180,20,9,0.3
0.9,14,180,20,12,0.1
0.9,14,210,20,3,0.7
0.9,14,210,20,6,0.4
0.9,14,210,20,9,0.3
0.9,14,210,20,12,0.0
0.9,14,240,20,3,0.3
0.9,14,240,20,6,0.6
0.9,14,240,20,9,0.5
0.9,14,240,20,12,0.1
0.9,14,270,20,3,0.1
0.9,14,270,20,6,0.7
0.9,14,270,20,9,0.1
0.9,14,270,20,12,0.3
0.9,14,300,20,3,0.4
0.9,14,300,20,6,0.6
0.9,14,300,20,9,0.5
0.9,14,300,20,12,0.7
0.9,14,330,20,3,0.0
0.9,14,330,20,6,0.1
0.9,14,330,20,9,0.5
0.9,14,330,20,12,0.2
0.9,14,360,20,3,0.2
0.9,14,360,20,6,0.4
0.9,14,360,20,9,0.2
0.9,14,360,20,12,0.3
0.9,21,30,20,3,0.0
0.9,21,30,20,6,0.0
0.9,21,30,20,9,0.2
0.9,21,30,20,12,0.3
0.9,21,60,20,3,0.1
0.9,21,60,20,6,0.4
0.9,21,60,20,9,0.3
0.9,21,60,20,12,0.4
0.9,21,90,20,3,0.2
0.9,21,90,20,6,0.0
0.9,21,90,20,9,0.4
0.9,21,90,20,12,0.8
0.9,21,120,20,3,0.3
0.9,21,120,20,6,0.1
0.9,21,120,20,9,0.1
0.9,21,120,20,12,0.6
0.9,21,150,20,3,0.4
0.9,21,150,20,6,0.0
0.9,21,150,20,9,0.5
0.9,21,150,20,12,0.2
0.9,21,180,20,3,0.3
0.9,21,180,20,6,0.5
0.9,21,180,20,9,0.3
0.9,21,180,20,12,0.2
0.9,21,210,20,3,0.1
0.9,21,210,20,6,0.1
0.9,21,210,20,9,0.5
0.9,21,210,20,12,0.1
0.9,21,240,20,3,0.5
0.9,21,240,20,6,0.1
0.9,21,240,20,9,0.2
0.9,21,240,20,12,0.5
0.9,21,270,20,3,0.1
0.9,21,270,20,6,0.1
0.9,21,270,20,9,0.1
0.9,21,270,20,12,0.2
0.9,21,300,20,3,0.5
0.9,21,300,20,6,0.6
0.9,21,300,20,9,0.6
0.9,21,300,20,12,0.4
0.9,21,330,20,3,0.6
0.9,21,330,20,6,0.1
0.9,21,330,20,9,0.2
0.9,21,330,20,12,0.1
0.9,21,360,20,3,0.2
0.9,21,360,20,6,0.1
0.9,21,360,20,9,0.2
0.9,21,360,20,12,0.0
0.9,28,30,20,3,0.4
0.9,28,30,20,6,0.0
0.9,28,30,20,9,0.2
0.9,28,30,20,12,0.3
0.9,28,60,20,3,0.1
0.9,28,60,20,6,0.0
0.9,28,60,20,9,0.3
0.9,28,60,20,12,0.5
0.9,28,90,20,3,0.2
0.9,28,90,20,6,0.1
0.9,28,90,20,9,0.3
0.9,28,90,20,12,0.3
0.9,28,120,20,3,0.2
0.9,28,120,20,6,0.4
0.9,28,120,20,9,0.4
0.9,28,120,20,12,0.0
0.9,28,150,20,3,0.0
0.9,28,150,20,6,0.2
0.9,28,150,20,9,0.1
0.9,28,150,20,12,0.0
0.9,28,180,20,3,0.3
0.9,28,180,20,6,0.2
0.9,28,180,20,9,0.1
0.9,28,180,20,12,0.3
0.9,28,210,20,3,0.5
0.9,28,210,20,6,0.4
0.9,28,210,20,9,0.2
0.9,28,210,20,12,0.8
0.9,28,240,20,3,0.0
0.9,28,240,20,6,0.5
0.9,28,240,20,9,0.5
0.9,28,240,20,12,0.3
0.9,28,270,20,3,0.1
0.9,28,270,20,6,0.1
0.9,28,270,20,9,0.0
0.9,28,270,20,12,0.0
0.9,28,300,20,3,0.1
0.9,28,300,20,6,0.0
0.9,28,300,20,9,0.2
0.9,28,300,20,12,0.3
0.9,28,330,20,3,0.2
0.9,28,330,20,6,0.1
0.9,28,330,20,9,0.1
0.9,28,330,20,12,0.6
0.9,28,360,20,3,0.4
0.9,28,360,20,6,0.5
0.9,28,360,20,9,0.0
0.9,28,360,20,12,0.1
1.0,7,30,20,3,0.0
1.0,7,30,20,6,0.2
1.0,7,30,20,9,0.6
1.0,7,30,20,12,0.5
1.0,7,60,20,3,0.0
1.0,7,60,20,6,0.0
1.0,7,60,20,9,0.0
1.0,7,60,20,12,0.3
1.0,7,90,20,3,0.5
1.0,7,90,20,6,0.0
1.0,7,90,20,9,0.5
1.0,7,90,20,12,0.2
1.0,7,120,20,3,0.8
1.0,7,120,20,6,0.1
1.0,7,120,20,9,0.1
1.0,7,120,20,12,0.3
1.0,7,150,20,3,0.1
1.0,7,150,20,6,0.1
1.0,7,150,20,9,0.4
1.0,7,150,20,12,0.4
1.0,7,180,20,3,0.5
1.0,7,180,20,6,0.4
1.0,7,180,20,9,0.2
1.0,7,180,20,12,0.5
1.0,7,210,20,3,0.1
1.0,7,210,20,6,0.1
1.0,7,210,20,9,0.1
1.0,7,210,20,12,0.2
1.0,7,240,20,3,0.0
1.0,7,240,20,6,0.7
1.0,7,240,20,9,0.1
1.0,7,240,20,12,0.4
1.0,7,270,20,3,0.7
1.0,7,270,20,6,0.4
1.0,7,270,20,9,0.3
1.0,7,270,20,12,0.6
1.0,7,300,20,3,0.3
1.0,7,300,20,6,0.3
1.0,7,300,20,9,0.3
1.0,7,300,20,12,0.7
1.0,7,330,20,3,0.7
1.0,7,330,20,6,0.4
1.0,7,330,20,9,0.2
1.0,7,330,20,12,0.2
1.0,7,360,20,3,0.0
1.0,7,360,20,6,0.3
1.0,7,360,20,9,0.0
1.0,7,360,20,12,0.2
1.0,14,30,20,3,0.4
1.0,14,30,20,6,0.3
1.0,14,30,20,9,0.0
1.0,14,30,20,12,0.0
1.0,14,60,20,3,0.4
1.0,14,60,20,6,0.1
1.0,14,60,20,9,0.4
1.0,14,60,20,12,0.7
1.0,14,90,20,3,0.3
1.0,14,90,20,6,0.2
1.0,14,90,20,9,0.4
1.0,14,90,20,12,0.1
1.0,14,120,20,3,0.4
1.0,14,120,20,6,0.2
1.0,14,120,20,9,0.0
1.0,14,120,20,12,0.1
1.0,14,150,20,3,0.0
1.0,14,150,20,6,0.3
1.0,14,150,20,9,0.3
1.0,14,150,20,12,0.4
1.0,14,180,20,3,0.1
1.0,14,180,20,6,0.0
1.0,14,180,20,9,0.0
1.0,14,180,20,12,0.4
1.0,14,210,20,3,0.1
1.0,14,210,20,6,0.1
1.0,14,210,20,9,0.1
1.0,14,210,20,12,0.0
1.0,14,240,20,3,0.5
1.0,14,240,20,6,0.0
1.0,14,240,20,9,0.5
1.0,14,240,20,12,0.1
1.0,14,270,20,3,0.0
1.0,14,270,20,6,0.3
1.0,14,270,20,9,0.1
1.0,14,270,20,12,0.2
1.0,14,300,20,3,0.1
1.0,14,300,20,6,0.0
1.0,14,300,20,9,0.5
1.0,14,300,20,12,0.1
1.0,14,330,20,3,0.3
1.0,14,330,20,6,0.9
1.0,14,330,20,9,0.1
1.0,14,330,20,12,0.4
1.0,14,360,20,3,0.6
1.0,14,360,20,6,0.4
1.0,14,360,20,9,0.3
1.0,14,360,20,12,0.3
1.0,21,30,20,3,0.0
1.0,21,30,20,6,0.1
1.0,21,30,20,9,0.2
1.0,21,30,20,12,0.0
1.0,21,60,20,3,0.3
1.0,21,60,20,6,0.0
1.0,21,60,20,9,0.0
1.0,21,60,20,12,0.1
1.0,21,90,20,3,0.2
1.0,21,90,20,6,0.1
1.0,21,90,20,9,0.5
1.0,21,90,20,12,0.3
1.0,21,120,20,3,0.1
1.0,21,120,20,6,0.2
1.0,21,120,20,9,0.2
1.0,21,120,20,12,0.4
1.0,21,150,20,3,0.1
1.0,21,150,20,6,0.3
1.0,21,150,20,9,0.5
1.0,21,150,20,12,0.7
1.0,21,180,20,3,0.3
1.0,21,180,20,6,0.1
1.0,21,180,20,9,0.4
1.0,21,180,20,12,0.5
1.0,21,210,20,3,0.1
1.0,21,210,20,6,0.4
1.0,21,210,20,9,0.4
1.0,21,210,20,12,0.2
1.0,21,240,20,3,0.4
1.0,21,240,20,6,0.9
1.0,21,240,20,9,0.0
1.0,21,240,20,12,0.0
1.0,21,270,20,3,0.3
1.0,21,270,20,6,0.3
1.0,21,270,20,9,0.1
1.0,21,270,20,12,0.3
1.0,21,300,20,3,0.4
1.0,21,300,20,6,0.8
1.0,21,300,20,9,0.0
1.0,21,300,20,12,0.0
1.0,21,330,20,3,0.0
1.0,21,330,20,6,0.0
1.0,21,330,20,9,0.6
1.0,21,330,20,12,0.3
1.0,21,360,20,3,0.2
1.0,21,360,20,6,0.4
1.0,21,360,20,9,0.1
1.0,21,360,20,12,0.5
1.0,28,30,20,3,0.3
1.0,28,30,20,6,0.2
1.0,28,30,20,9,0.3
1.0,28,30,20,12,0.7
1.0,28,60,20,3,0.2
1.0,28,60,20,6,0.4
1.0,28,60,20,9,0.1
1.0,28,60,20,12,0.3
1.0,28,90,20,3,0.0
1.0,28,90,20,6,0.1
1.0,28,90,20,9,0.1
1.0,28,90,20,12,0.4
1.0,28,120,20,3,0.3
1.0,28,120,20,6,0.4
1.0,28,120,20,9,0.6
1.0,28,120,20,12,0.0
1.0,28,150,20,3,0.2
1.0,28,150,20,6,0.6
1.0,28,150,20,9,0.6
1.0,28,150,20,12,0.2
1.0,28,180,20,3,0.7
1.0,28,180,20,6,0.0
1.0,28,180,20,9,0.3
1.0,28,180,20,12,0.1
1.0,28,210,20,3,0.2
1.0,28,210,20,6,0.0
1.0,28,210,20,9,0.0
1.0,28,210,20,12,0.1
1.0,28,240,20,3,0.0
1.0,28,240,20,6,0.0
1.0,28,240,20,9,0.2
1.0,28,240,20,12,0.2
1.0,28,270,20,3,0.1
1.0,28,270,20,6,0.1
1.0,28,270,20,9,0.2
1.0,28,270,20,12,0.3
1.0,28,300,20,3,0.2
1.0,28,300,20,6,0.0
1.0,28,300,20,9,0.0
1.0,28,300,20,12,0.3
1.0,28,330,20,3,0.0
1.0,28,330,20,6,0.4
1.0,28,330,20,9,0.0
1.0,28,330,20,12,0.8
1.0,28,360,20,3,0.1
1.0,28,360,20,6,0.4
1.0,28,360,20,9,0.6
1.0,28,360,20,12,0.3
1.1,7,30,20,3,0.2
1.1,7,30,20,6,0.0
1.1,7,30,20,9,0.2
1.1,7,30,20,12,0.7
1.1,7,60,20,3,0.1
1.1,7,60,20,6,0.6
1.1,7,60,20,9,0.0
1.1,7,60,20,12,0.2
1.1,7,90,20,3,0.1
1.1,7,90,20,6,0.5
1.1,7,90,20,9,0.1
1.1,7,90,20,12,0.4
1.1,7,120,20,3,0.0
1.1,7,120,20,6,0.2
1.1,7,120,20,9,0.2
1.1,7,120,20,12,0.1
1.1,7,150,20,3,0.2
1.1,7,150,20,6,0.4
1.1,7,150,20,9,0.4
1.1,7,150,20,12,0.5
1.1,7,180,20,3,0.6
1.1,7,180,20,6,0.3
1.1,7,180,20,9,0.2
1.1,7,180,20,12,0.1
1.1,7,210,20,3,0.2
1.1,7,210,20,6,0.0
1.1,7,210,20,9,0.0
1.1,7,210,20,12,0.0
1.1,7,240,20,3,0.0
1.1,7,240,20,6,0.6
1.1,7,240,20,9,0.3
1.1,7,240,20,12,0.2
1.1,7,270,20,3,0.2
1.1,7,270,20,6,0.4
1.1,7,270,20,9,0.5
1.1,7,270,20,12,0.7
1.1,7,300,20,3,0.3
1.1,7,300,20,6,0.0
1.1,7,300,20,9,0.3
1.1,7,300,20,12,0.2
1.1,7,330,20,3,0.2
1.1,7,330,20,6,0.7
1.1,7,330,20,9,0.1
1.1,7,330,20,12,0.6
1.1,7,360,20,3,0.1
1.1,7,360,20,6,0.4
1.1,7,360,20,9,0.4
1.1,7,360,20,12,0.3
1.1,14,30,20,3,0.1
1.1,14,30,20,6,0.1
1.1,14,30,20,9,0.5
1.1,14,30,20,12,0.4
1.1,14,60,20,3,0.4
1.1,14,60,20,6,0.2
1.1,14,60,20,9,0.1
1.1,14,60,20,12,0.0
1.1,14,90,20,3,0.1
1.1,14,90,20,6,0.0
1.1,14,90,20,9,0.3
1.1,14,90,20,12,0.6
1.1,14,120,20,3,0.3
1.1,14,120,20,6,0.6
1.1,14,120,20,9,0.4
1.1,14,120,20,12,0.5
1.1,14,150,20,3,0.2
1.1,14,150,20,6,0.2
1.1,14,150,20,9,0.5
1.1,14,150,20,12,0.2
1.1,14,180,20,3,0.7
1.1,14,180,20,6,0.6
1.1,14,180,20,9,0.4
1.1,14,180,20,12,0.3
1.1,14,210,20,3,0.0
1.1,14,210,20,6,0.0
1.1,14,210,20,9,0.1
1.1,14,210,20,12,0.1
1.1,14,240,20,3,0.4
1.1,14,240,20,6,0.3
1.1,14,240,20,9,0.3
1.1,14,240,20,12,0.0
1.1,14,270,20,3,0.4
1.1,14,270,20,6,0.6
1.1,14,270,20,9,0.4
1.1,14,270,20,12,0.7
1.1,14,300,20,3,0.1
1.1,14,300,20,6,0.8
1.1,14,300,20,9,0.1
1.1,14,300,20,12,0.1
1.1,14,330,20,3,0.2
1.1,14,330,20,6,0.0
1.1,14,330,20,9,0.3
1.1,14,330,20,12,0.0
1.1,14,360,20,3,0.6
1.1,14,360,20,6,0.0
1.1,14,360,20,9,0.2
1.1,14,360,20,12,0.3
1.1,21,30,20,3,0.0
1.1,21,30,20,6,0.1
1.1,21,30,20,9,0.1
1.1,21,30,20,12,0.0
1.1,21,60,20,3,0.1
1.1,21,60,20,6,0.2
1.1,21,60,20,9,0.2
1.1,21,60,20,12,0.6
1.1,21,90,20,3,0.2
1.1,21,90,20,6,0.1
1.1,21,90,20,9,0.2
1.1,21,90,20,12,0.2
1.1,21,120,20,3,0.1
1.1,21,120,20,6,0.1
1.1,21,120,20,9,0.0
1.1,21,120,20,12,0.2
1.1,21,150,20,3,0.5
1.1,21,150,20,6,0.5
1.1,21,150,20,9,0.4
1.1,21,150,20,12,0.3
1.1,21,180,20,3,0.2
1.1,21,180,20,6,0.2
1.1,21,180,20,9,0.1
1.1,21,180,20,12,0.4
1.1,21,210,20,3,0.3
1.1,21,210,20,6,0.1
1.1,21,210,20,9,0.1
1.1,21,210,20,12,0.1
1.1,21,240,20,3,0.0
1.1,21,240,20,6,0.0
1.1,21,240,20,9,0.0
1.1,21,240,20,12,0.2
1.1,21,270,20,3,0.3
1.1,21,270,20,6,0.2
1.1,21,270,20,9,0.4
1.1,21,270,20,12,0.5
1.1,21,300,20,3,0.1
1.1,21,300,20,6,0.4
1.1,21,300,20,9,0.3
1.1,21,300,20,12,0.0
1.1,21,330,20,3,0.2
1.1,21,330,20,6,0.2
1.1,21,330,20,9,0.1
1.1,21,330,20,12,0.2
1.1,21,360,20,3,0.2
1.1,21,360,20,6,0.1
1.1,21,360,20,9,0.5
1.1,21,360,20,12,0.3
1.1,28,30,20,3,0.1
1.1,28,30,20,6,0.1
1.1,28,30,20,9,0.3
1.1,28,30,20,12,0.4
1.1,28,60,20,3,0.1
1.1,28,60,20,6,0.2
1.1,28,60,20,9,0.5
1.1,28,60,20,12,0.4
1.1,28,90,20,3,0.1
1.1,28,90,20,6,0.0
1.1,28,90,20,9,0.0
1.1,28,90,20,12,0.2
1.1,28,120,20,3,0.3
1.1,28,120,20,6,0.5
1.1,28,120,20,9,0.4
1.1,28,120,20,12,0.2
1.1,28,150,20,3,0.3
1.1,28,150,20,6,0.1
1.1,28,150,20,9,0.1
1.1,28,150,20,12,0.2
1.1,28,180,20,3,0.0
1.1,28,180,20,6,0.0
1.1,28,180,20,9,0.5
1.1,28,180,20,12,0.1
1.1,28,210,20,3,0.1
1.1,28,210,20,6,0.3
1.1,28,210,20,9,0.4
1.1,28,210,20,12,0.0
1.1,28,240,20,3,0.5
1.1,28,240,20,6,0.1
1.1,28,240,20,9,0.4
1.1,28,240,20,12,0.3
1.1,28,270,20,3,0.4
1.1,28,270,20,6,0.4
1.1,28,270,20,9,0.7
1.1,28,270,20,12,0.3
1.1,28,300,20,3,0.4
1.1,28,300,20,6,0.5
1.1,28,300,20,9,0.2
1.1,28,300,20,12,0.3
1.1,28,330,20,3,0.1
1.1,28,330,20,6,0.3
1.1,28,330,20,9,0.6
1.1,28,330,20,12,0.0
1.1,28,360,20,3,0.0
1.1,28,360,20,6,0.3
1.1,28,360,20,9,0.9
1.1,28,360,20,12,0.2
1.2000000000000002,7,30,20,3,0.4
1.2000000000000002,7,30,20,6,0.2
1.2000000000000002,7,30,20,9,0.3
1.2000000000000002,7,30,20,12,0.2
1.2000000000000002,7,60,20,3,0.4
1.2000000000000002,7,60,20,6,0.8
1.2000000000000002,7,60,20,9,0.2
1.2000000000000002,7,60,20,12,0.1
1.2000000000000002,7,90,20,3,0.1
1.2000000000000002,7,90,20,6,0.5
1.2000000000000002,7,90,20,9,0.3
1.2000000000000002,7,90,20,12,0.3
1.2000000000000002,7,120,20,3,0.2
1.2000000000000002,7,120,20,6,0.2
1.2000000000000002,7,120,20,9,0.2
1.2000000000000002,7,120,20,12,0.0
1.2000000000000002,7,150,20,3,0.3
1.2000000000000002,7,150,20,6,0.3
1.2000000000000002,7,150,20,9,0.0
1.2000000000000002,7,150,20,12,0.6
1.2000000000000002,7,180,20,3,0.3
1.2000000000000002,7,180,20,6,0.1
1.2000000000000002,7,180,20,9,0.3
1.2000000000000002,7,180,20,12,0.1
1.2000000000000002,7,210,20,3,0.1
1.2000000000000002,7,210,20,6,0.3
1.2000000000000002,7,210,20,9,0.2
1.2000000000000002,7,210,20,12,0.1
1.2000000000000002,7,240,20,3,0.0
1.2000000000000002,7,240,20,6,0.1
1.2000000000000002,7,240,20,9,0.2
1.2000000000000002,7,240,20,12,0.4
1.2000000000000002,7,270,20,3,0.3
1.2000000000000002,7,270,20,6,0.4
1.2000000000000002,7,270,20,9,0.2
1.2000000000000002,7,270,20,12,0.5
1.2000000000000002,7,300,20,3,0.5
1.2000000000000002,7,300,20,6,0.0
1.2000000000000002,7,300,20,9,0.1
1.2000000000000002,7,300,20,12,0.3
1.2000000000000002,7,330,20,3,0.1
1.2000000000000002,7,330,20,6,0.3
1.2000000000000002,7,330,20,9,0.4
1.2000000000000002,7,330,20,12,0.4
1.2000000000000002,7,360,20,3,0.4
1.2000000000000002,7,360,20,6,0.4
1.2000000000000002,7,360,20,9,0.3
1.2000000000000002,7,360,20,12,0.4
1.2000000000000002,14,30,20,3,0.3
1.2000000000000002,14,30,20,6,0.1
1.2000000000000002,14,30,20,9,0.2
1.2000000000000002,14,30,20,12,0.1
1.2000000000000002,14,60,20,3,0.1
1.2000000000000002,14,60,20,6,0.1
1.2000000000000002,14,60,20,9,0.3
1.2000000000000002,14,60,20,12,0.1
1.2000000000000002,14,90,20,3,0.5
1.2000000000000002,14,90,20,6,0.0
1.2000000000000002,14,90,20,9,0.7
1.2000000000000002,14,90,20,12,0.2
1.2000000000000002,14,120,20,3,0.2
1.2000000000000002,14,120,20,6,0.1
1.2000000000000002,14,120,20,9,0.4
1.2000000000000002,14,120,20,12,0.1
1.2000000000000002,14,150,20,3,0.0
1.2000000000000002,14,150,20,6,0.2
1.2000000000000002,14,150,20,9,0.2
1.2000000000000002,14,150,20,12,0.4
1.2000000000000002,14,180,20,3,0.3
1.2000000000000002,14,180,20,6,0.1
1.2000000000000002,14,180,20,9,0.1
1.2000000000000002,14,180,20,12,0.3
1.2000000000000002,14,210,20,3,0.3
1.2000000000000002,14,210,20,6,0.0
1.2000000000000002,14,210,20,9,0.1
1.2000000000000002,14,210,20,12,0.5
1.2000000000000002,14,240,20,3,0.4
1.2000000000000002,14,240,20,6,0.0
1.2000000000000002,14,240,20,9,0.0
1.2000000000000002,14,240,20,12,0.2
1.2000000000000002,14,270,20,3,0.3
1.2000000000000002,14,270,20,6,0.9
1.2000000000000002,14,270,20,9,0.4
1.2000000000000002,14,270,20,12,0.0
1.2000000000000002,14,300,20,3,0.2
1.2000000000000002,14,300,20,6,0.2
1.2000000000000002,14,300,20,9,0.4
1.2000000000000002,14,300,20,12,0.5
1.2000000000000002,14,330,20,3,0.1
1.2000000000000002,14,330,20,6,0.6
1.2000000000000002,14,330,20,9,0.0
1.2000000000000002,14,330,20,12,0.7
1.2000000000000002,14,360,20,3,0.4
1.2000000000000002,14,360,20,6,0.5
1.2000000000000002,14,360,20,9,0.3
1.2000000000000002,14,360,20,12,0.2
1.2000000000000002,21,30,20,3,0.1
1.2000000000000002,21,30,20,6,0.1
1.2000000000000002,21,30,20,9,0.1
1.2000000000000002,21,30,20,12,0.7
1.2000000000000002,21,60,20,3,0.5
