,ruido,frec_obs,periodo,n_seg,ok
389,0.7000000000000001,15,331,20,True
390,0.7000000000000001,22,1,20,False
391,0.7000000000000001,22,31,20,False
392,0.7000000000000001,22,61,20,False
393,0.7000000000000001,22,91,20,True
394,0.7000000000000001,22,121,20,True
395,0.7000000000000001,22,151,20,True
396,0.7000000000000001,22,181,20,True
397,0.7000000000000001,22,211,20,True
398,0.7000000000000001,22,241,20,False
399,0.7000000000000001,22,271,20,False
400,0.7000000000000001,22,301,20,True
401,0.7000000000000001,22,331,20,True
402,0.7000000000000001,29,31,20,False
403,0.7000000000000001,29,61,20,False
404,0.7000000000000001,29,91,20,False
405,0.7000000000000001,29,121,20,True
406,0.7000000000000001,29,151,20,True
407,0.7000000000000001,29,181,20,True
408,0.7000000000000001,29,211,20,True
409,0.7000000000000001,29,241,20,False
410,0.7000000000000001,29,271,20,True
411,0.7000000000000001,29,301,20,True
412,0.7000000000000001,29,331,20,True
413,0.8,1,1,20,False
414,0.8,1,31,20,True
415,0.8,1,61,20,True
416,0.8,1,91,20,True
417,0.8,1,121,20,True
418,0.8,1,151,20,True
419,0.8,1,181,20,True
420,0.8,1,211,20,True
421,0.8,1,241,20,True
422,0.8,1,271,20,True
423,0.8,1,301,20,True
424,0.8,1,331,20,True
425,0.8,8,1,20,False
426,0.8,8,31,20,False
427,0.8,8,61,20,True
428,0.8,8,91,20,True
429,0.8,8,121,20,True
430,0.8,8,151,20,True
431,0.8,8,181,20,True
432,0.8,8,211,20,True
433,0.8,8,241,20,True
434,0.8,8,271,20,True
435,0.8,8,301,20,True
436,0.8,8,331,20,True
437,0.8,15,1,20,False
438,0.8,15,31,20,False
439,0.8,15,61,20,True
440,0.8,15,91,20,True
441,0.8,15,121,20,True
442,0.8,15,151,20,False
443,0.8,15,181,20,True
444,0.8,15,211,20,False
445,0.8,15,241,20,True
446,0.8,15,271,20,True
447,0.8,15,301,20,False
448,0.8,15,331,20,True
449,0.8,22,1,20,False
450,0.8,22,31,20,False
451,0.8,22,61,20,False
452,0.8,22,91,20,False
453,0.8,22,121,20,True
454,0.8,22,151,20,True
455,0.8,22,181,20,False
456,0.8,22,211,20,True
457,0.8,22,241,20,False
458,0.8,22,271,20,True
459,0.8,22,301,20,True
460,0.8,22,331,20,False
461,0.8,29,31,20,False
462,0.8,29,61,20,False
463,0.8,29,91,20,False
464,0.8,29,121,20,False
465,0.8,29,151,20,True
466,0.8,29,181,20,True
467,0.8,29,211,20,True
468,0.8,29,241,20,False
469,0.8,29,271,20,True
470,0.8,29,301,20,False
471,0.8,29,331,20,True
472,0.9,1,1,20,False
473,0.9,1,31,20,True
474,0.9,1,61,20,True
475,0.9,1,91,20,True
476,0.9,1,121,20,True
477,0.9,1,151,20,True
478,0.9,1,181,20,True
479,0.9,1,211,20,True
480,0.9,1,241,20,True
481,0.9,1,271,20,True
482,0.9,1,301,20,True
483,0.9,1,331,20,True
484,0.9,8,1,20,False
485,0.9,8,31,20,False
486,0.9,8,61,20,False
487,0.9,8,91,20,True
488,0.9,8,121,20,True
489,0.9,8,151,20,True
490,0.9,8,181,20,True
491,0.9,8,211,20,True
492,0.9,8,241,20,True
493,0.9,8,271,20,True
494,0.9,8,301,20,True
495,0.9,8,331,20,True
496,0.9,15,1,20,False
497,0.9,15,31,20,True
498,0.9,15,61,20,False
499,0.9,15,91,20,False
500,0.9,15,121,20,True
501,0.9,15,151,20,True
502,0.9,15,181,20,True
503,0.9,15,211,20,True
504,0.9,15,241,20,True
505,0.9,15,271,20,True
506,0.9,15,301,20,True
507,0.9,15,331,20,True
508,0.9,22,1,20,False
509,0.9,22,31,20,False
510,0.9,22,61,20,False
511,0.9,22,91,20,True
512,0.9,22,121,20,True
513,0.9,22,151,20,True
514,0.9,22,181,20,True
515,0.9,22,211,20,True
516,0.9,22,241,20,True
517,0.9,22,271,20,False
518,0.9,22,301,20,False
519,0.9,22,331,20,True
520,0.9,29,31,20,False
521,0.9,29,61,20,False
522,0.9,29,91,20,False
523,0.9,29,121,20,True
524,0.9,29,151,20,True
525,0.9,29,181,20,True
526,0.9,29,211,20,False
527,0.9,29,241,20,False
528,0.9,29,271,20,False
529,0.9,29,301,20,True
530,0.9,29,331,20,True
531,1.0,1,1,20,False
532,1.0,1,31,20,True
533,1.0,1,61,20,True
534,1.0,1,91,20,True
535,1.0,1,121,20,True
536,1.0,1,151,20,True
537,1.0,1,181,20,True
538,1.0,1,211,20,True
539,1.0,1,241,20,True
540,1.0,1,271,20,True
541,1.0,1,301,20,True
542,1.0,1,331,20,True
543,1.0,8,1,20,False
544,1.0,8,31,20,False
545,1.0,8,61,20,False
546,1.0,8,91,20,True
547,1.0,8,121,20,True
548,1.0,8,151,20,True
549,1.0,8,181,20,True
550,1.0,8,211,20,True
551,1.0,8,241,20,True
552,1.0,8,271,20,True
553,1.0,8,301,20,True
554,1.0,8,331,20,True
555,1.0,15,1,20,False
556,1.0,15,31,20,True
557,1.0,15,61,20,False
558,1.0,15,91,20,False
559,1.0,15,121,20,False
560,1.0,15,151,20,False
561,1.0,15,181,20,False
562,1.0,15,211,20,True
563,1.0,15,241,20,True
564,1.0,15,271,20,True
565,1.0,15,301,20,True
566,1.0,15,331,20,True
567,1.0,22,1,20,False
568,1.0,22,31,20,False
569,1.0,22,61,20,False
570,1.0,22,91,20,True
571,1.0,22,121,20,False
572,1.0,22,151,20,False
573,1.0,22,181,20,True
574,1.0,22,211,20,False
575,1.0,22,241,20,True
576,1.0,22,271,20,True
577,1.0,22,301,20,True
578,1.0,22,331,20,True
579,1.0,29,31,20,False
580,1.0,29,61,20,False
581,1.0,29,91,20,False
582,1.0,29,121,20,False
583,1.0,29,151,20,True
584,1.0,29,181,20,True
585,1.0,29,211,20,True
586,1.0,29,241,20,True
587,1.0,29,271,20,True
588,1.0,29,301,20,True
589,1.0,29,331,20,True
590,1.1,1,1,20,False
591,1.1,1,31,20,True
592,1.1,1,61,20,True
593,1.1,1,91,20,True
594,1.1,1,121,20,True
595,1.1,1,151,20,True
596,1.1,1,181,20,True
597,1.1,1,211,20,True
598,1.1,1,241,20,True
599,1.1,1,271,20,True
600,1.1,1,301,20,True
601,1.1,1,331,20,True
602,1.1,8,1,20,False
603,1.1,8,31,20,False
604,1.1,8,61,20,True
605,1.1,8,91,20,True
606,1.1,8,121,20,True
607,1.1,8,151,20,True
608,1.1,8,181,20,True
609,1.1,8,211,20,True
610,1.1,8,241,20,True
611,1.1,8,271,20,True
612,1.1,8,301,20,True
613,1.1,8,331,20,True
614,1.1,15,1,20,False
615,1.1,15,31,20,False
616,1.1,15,61,20,False
617,1.1,15,91,20,False
618,1.1,15,121,20,False
619,1.1,15,151,20,True
620,1.1,15,181,20,True
621,1.1,15,211,20,True
622,1.1,15,241,20,True
623,1.1,15,271,20,True
624,1.1,15,301,20,True
625,1.1,15,331,20,True
626,1.1,22,1,20,False
627,1.1,22,31,20,False
628,1.1,22,61,20,False
629,1.1,22,91,20,True
630,1.1,22,121,20,False
631,1.1,22,151,20,False
632,1.1,22,181,20,False
633,1.1,22,211,20,True
634,1.1,22,241,20,True
635,1.1,22,271,20,True
636,1.1,22,301,20,True
637,1.1,22,331,20,True
638,1.1,29,31,20,False
639,1.1,29,61,20,False
640,1.1,29,91,20,False
641,1.1,29,121,20,True
642,1.1,29,151,20,False
643,1.1,29,181,20,True
644,1.1,29,211,20,True
645,1.1,29,241,20,False
646,1.1,29,271,20,True
647,1.1,29,301,20,True
648,1.1,29,331,20,False
649,1.2000000000000002,1,1,20,False
650,1.2000000000000002,1,31,20,True
651,1.2000000000000002,1,61,20,True
652,1.2000000000000002,1,91,20,True
653,1.2000000000000002,1,121,20,True
654,1.2000000000000002,1,151,20,True
655,1.2000000000000002,1,181,20,True
656,1.2000000000000002,1,211,20,True
657,1.2000000000000002,1,241,20,True
658,1.2000000000000002,1,271,20,True
659,1.2000000000000002,1,301,20,True
660,1.2000000000000002,1,331,20,True
661,1.2000000000000002,8,1,20,False
662,1.2000000000000002,8,31,20,False
663,1.2000000000000002,8,61,20,False
664,1.2000000000000002,8,91,20,True
665,1.2000000000000002,8,121,20,True
666,1.2000000000000002,8,151,20,True
667,1.2000000000000002,8,181,20,True
668,1.2000000000000002,8,211,20,True
669,1.2000000000000002,8,241,20,True
670,1.2000000000000002,8,271,20,True
671,1.2000000000000002,8,301,20,True
672,1.2000000000000002,8,331,20,True
673,1.2000000000000002,15,1,20,False
674,1.2000000000000002,15,31,20,False
675,1.2000000000000002,15,61,20,False
676,1.2000000000000002,15,91,20,False
677,1.2000000000000002,15,121,20,False
678,1.2000000000000002,15,151,20,True
679,1.2000000000000002,15,181,20,False
680,1.2000000000000002,15,211,20,True
681,1.2000000000000002,15,241,20,True
682,1.2000000000000002,15,271,20,True
683,1.2000000000000002,15,301,20,True
684,1.2000000000000002,15,331,20,True
685,1.2000000000000002,22,1,20,False
686,1.2000000000000002,22,31,20,False
687,1.2000000000000002,22,61,20,False
688,1.2000000000000002,22,91,20,True
689,1.2000000000000002,22,121,20,True
690,1.2000000000000002,22,151,20,True
691,1.2000000000000002,22,181,20,True
692,1.2000000000000002,22,211,20,True
693,1.2000000000000002,22,241,20,True
694,1.2000000000000002,22,271,20,True
695,1.2000000000000002,22,301,20,False
696,1.2000000000000002,22,331,20,True
697,1.2000000000000002,29,31,20,False
698,1.2000000000000002,29,61,20,False
699,1.2000000000000002,29,91,20,False
700,1.2000000000000002,29,121,20,False
701,1.2000000000000002,29,151,20,False
702,1.2000000000000002,29,181,20,True
703,1.2000000000000002,29,211,20,True
704,1.2000000000000002,29,241,20,True
705,1.2000000000000002,29,271,20,False
706,1.2000000000000002,29,301,20,True
707,1.2000000000000002,29,331,20,True
708,1.3000000000000003,1,1,20,False
709,1.3000000000000003,1,31,20,True
710,1.3000000000000003,1,61,20,True
711,1.3000000000000003,1,91,20,True
712,1.3000000000000003,1,121,20,True
713,1.3000000000000003,1,151,20,True
714,1.3000000000000003,1,181,20,True
715,1.3000000000000003,1,211,20,True
716,1.3000000000000003,1,241,20,True
717,1.3000000000000003,1,271,20,True
718,1.3000000000000003,1,301,20,True
719,1.3000000000000003,1,331,20,True
720,1.3000000000000003,8,1,20,False
721,1.3000000000000003,8,31,20,False
722,1.3000000000000003,8,61,20,True
723,1.3000000000000003,8,91,20,False
724,1.3000000000000003,8,121,20,True
725,1.3000000000000003,8,151,20,True
726,1.3000000000000003,8,181,20,True
727,1.3000000000000003,8,211,20,True
728,1.3000000000000003,8,241,20,True
729,1.3000000000000003,8,271,20,True
730,1.3000000000000003,8,301,20,True
731,1.3000000000000003,8,331,20,True
732,1.3000000000000003,15,1,20,False
733,1.3000000000000003,15,31,20,False
734,1.3000000000000003,15,61,20,False
735,1.3000000000000003,15,91,20,True
736,1.3000000000000003,15,121,20,True
737,1.3000000000000003,15,151,20,False
738,1.3000000000000003,15,181,20,True
739,1.3000000000000003,15,211,20,True
740,1.3000000000000003,15,241,20,True
741,1.3000000000000003,15,271,20,True
742,1.3000000000000003,15,301,20,True
743,1.3000000000000003,15,331,20,True
744,1.3000000000000003,22,1,20,False
745,1.3000000000000003,22,31,20,False
746,1.3000000000000003,22,61,20,False
747,1.3000000000000003,22,91,20,True
748,1.3000000000000003,22,121,20,True
749,1.3000000000000003,22,151,20,False
750,1.3000000000000003,22,181,20,True
751,1.3000000000000003,22,211,20,True
752,1.3000000000000003,22,241,20,False
753,1.3000000000000003,22,271,20,False
754,1.3000000000000003,22,301,20,True
755,1.3000000000000003,22,331,20,True
756,1.3000000000000003,29,31,20,False
757,1.3000000000000003,29,61,20,False
758,1.3000000000000003,29,91,20,False
759,1.3000000000000003,29,121,20,False
760,1.3000000000000003,29,151,20,False
761,1.3000000000000003,29,181,20,False
762,1.3000000000000003,29,211,20,False
763,1.3000000000000003,29,241,20,True
764,1.3000000000000003,29,271,20,True
765,1.3000000000000003,29,301,20,False
766,1.3000000000000003,29,331,20,True
767,1.4000000000000001,1,1,20,False
768,1.4000000000000001,1,31,20,True
769,1.4000000000000001,1,61,20,True
770,1.4000000000000001,1,91,20,True
771,1.4000000000000001,1,121,20,True
772,1.4000000000000001,1,151,20,True
773,1.4000000000000001,1,181,20,True
774,1.4000000000000001,1,211,20,True
775,1.4000000000000001,1,241,20,True
776,1.4000000000000001,1,271,20,True
777,1.4000000000000001,1,301,20,True
778,1.4000000000000001,1,331,20,True
779,1.4000000000000001,8,1,20,False
780,1.4000000000000001,8,31,20,False
781,1.4000000000000001,8,61,20,False
782,1.4000000000000001,8,91,20,True
783,1.4000000000000001,8,121,20,False
784,1.4000000000000001,8,151,20,True
785,1.4000000000000001,8,181,20,True
786,1.4000000000000001,8,211,20,True
787,1.4000000000000001,8,241,20,True
788,1.4000000000000001,8,271,20,True
789,1.4000000000000001,8,301,20,True
790,1.4000000000000001,8,331,20,True
791,1.4000000000000001,15,1,20,False
792,1.4000000000000001,15,31,20,False
793,1.4000000000000001,15,61,20,False
794,1.4000000000000001,15,91,20,True
795,1.4000000000000001,15,121,20,True
796,1.4000000000000001,15,151,20,True
797,1.4000000000000001,15,181,20,True
798,1.4000000000000001,15,211,20,True
799,1.4000000000000001,15,241,20,True
800,1.4000000000000001,15,271,20,True
801,1.4000000000000001,15,301,20,True
802,1.4000000000000001,15,331,20,True
803,1.4000000000000001,22,1,20,False
804,1.4000000000000001,22,31,20,False
805,1.4000000000000001,22,61,20,False
806,1.4000000000000001,22,91,20,False
807,1.4000000000000001,22,121,20,False
808,1.4000000000000001,22,151,20,True
809,1.4000000000000001,22,181,20,True
810,1.4000000000000001,22,211,20,True
811,1.4000000000000001,22,241,20,True
812,1.4000000000000001,22,271,20,False
813,1.4000000000000001,22,301,20,True
814,1.4000000000000001,22,331,20,False
815,1.4000000000000001,29,31,20,False
816,1.4000000000000001,29,61,20,False
817,1.4000000000000001,29,91,20,False
818,1.4000000000000001,29,121,20,False
819,1.4000000000000001,29,151,20,True
820,1.4000000000000001,29,181,20,True
821,1.4000000000000001,29,211,20,False
822,1.4000000000000001,29,241,20,False
823,1.4000000000000001,29,271,20,True
824,1.4000000000000001,29,301,20,True
825,1.4000000000000001,29,331,20,True
826,1.5000000000000002,1,1,20,False
827,1.5000000000000002,1,31,20,True
828,1.5000000000000002,1,61,20,True
829,1.5000000000000002,1,91,20,True
830,1.5000000000000002,1,121,20,True
831,1.5000000000000002,1,151,20,True
832,1.5000000000000002,1,181,20,True
833,1.5000000000000002,1,211,20,True
834,1.5000000000000002,1,241,20,True
835,1.5000000000000002,1,271,20,True
836,1.5000000000000002,1,301,20,True
837,1.5000000000000002,1,331,20,True
838,1.5000000000000002,8,1,20,False
839,1.5000000000000002,8,31,20,False
840,1.5000000000000002,8,61,20,False
841,1.5000000000000002,8,91,20,True
842,1.5000000000000002,8,121,20,False
843,1.5000000000000002,8,151,20,True
844,1.5000000000000002,8,181,20,True
845,1.5000000000000002,8,211,20,True
846,1.5000000000000002,8,241,20,True
847,1.5000000000000002,8,271,20,True
848,1.5000000000000002,8,301,20,True
849,1.5000000000000002,8,331,20,True
850,1.5000000000000002,15,1,20,False
851,1.5000000000000002,15,31,20,True
852,1.5000000000000002,15,61,20,False
853,1.5000000000000002,15,91,20,True
854,1.5000000000000002,15,121,20,True
855,1.5000000000000002,15,151,20,True
856,1.5000000000000002,15,181,20,True
857,1.5000000000000002,15,211,20,True
858,1.5000000000000002,15,241,20,True
859,1.5000000000000002,15,271,20,True
860,1.5000000000000002,15,301,20,True
861,1.5000000000000002,15,331,20,True
862,1.5000000000000002,22,1,20,False
863,1.5000000000000002,22,31,20,False
864,1.5000000000000002,22,61,20,False
865,1.5000000000000002,22,91,20,False
866,1.5000000000000002,22,121,20,False
867,1.5000000000000002,22,151,20,True
868,1.5000000000000002,22,181,20,True
869,1.5000000000000002,22,211,20,True
870,1.5000000000000002,22,241,20,True
871,1.5000000000000002,22,271,20,True
872,1.5000000000000002,22,301,20,True
873,1.5000000000000002,22,331,20,True
874,1.5000000000000002,29,31,20,False
875,1.5000000000000002,29,61,20,False
876,1.5000000000000002,29,91,20,False
877,1.5000000000000002,29,121,20,True
878,1.5000000000000002,29,151,20,False
879,1.5000000000000002,29,181,20,True
880,1.5000000000000002,29,211,20,True
881,1.5000000000000002,29,241,20,True
882,1.5000000000000002,29,271,20,True
883,1.5000000000000002,29,301,20,True
884,1.5000000000000002,29,331,20,True
885,1.6,1,1,20,False
886,1.6,1,31,20,True
887,1.6,1,61,20,True
888,1.6,1,91,20,True
889,1.6,1,121,20,True
890,1.6,1,151,20,True
891,1.6,1,181,20,True
892,1.6,1,211,20,True
893,1.6,1,241,20,True
894,1.6,1,271,20,True
895,1.6,1,301,20,True
896,1.6,1,331,20,True
897,1.6,8,1,20,False
898,1.6,8,31,20,False
899,1.6,8,61,20,False
900,1.6,8,91,20,False
901,1.6,8,121,20,True
902,1.6,8,151,20,True
903,1.6,8,181,20,True
904,1.6,8,211,20,True
905,1.6,8,241,20,True
906,1.6,8,271,20,True
907,1.6,8,301,20,True
908,1.6,8,331,20,True
909,1.6,15,1,20,False
910,1.6,15,31,20,False
911,1.6,15,61,20,False
912,1.6,15,91,20,False
913,1.6,15,121,20,True
914,1.6,15,151,20,False
915,1.6,15,181,20,True
916,1.6,15,211,20,False
917,1.6,15,241,20,True
918,1.6,15,271,20,True
919,1.6,15,301,20,True
920,1.6,15,331,20,True
921,1.6,22,1,20,False
922,1.6,22,31,20,False
923,1.6,22,61,20,False
924,1.6,22,91,20,False
925,1.6,22,121,20,False
926,1.6,22,151,20,True
927,1.6,22,181,20,True
928,1.6,22,211,20,True
929,1.6,22,241,20,True
930,1.6,22,271,20,False
931,1.6,22,301,20,True
932,1.6,22,331,20,True
933,1.6,29,31,20,False
934,1.6,29,61,20,False
935,1.6,29,91,20,False
936,1.6,29,121,20,False
937,1.6,29,151,20,False
938,1.6,29,181,20,True
939,1.6,29,211,20,False
940,1.6,29,241,20,True
941,1.6,29,271,20,True
942,1.6,29,301,20,True
943,1.6,29,331,20,True
944,1.7000000000000002,1,1,20,False
945,1.7000000000000002,1,31,20,True
946,1.7000000000000002,1,61,20,True
947,1.7000000000000002,1,91,20,True
948,1.7000000000000002,1,121,20,True
949,1.7000000000000002,1,151,20,True
950,1.7000000000000002,1,181,20,True
951,1.7000000000000002,1,211,20,True
952,1.7000000000000002,1,241,20,True
953,1.7000000000000002,1,271,20,True
954,1.7000000000000002,1,301,20,True
955,1.7000000000000002,1,331,20,True
956,1.7000000000000002,8,1,20,False
957,1.7000000000000002,8,31,20,False
958,1.7000000000000002,8,61,20,False
959,1.7000000000000002,8,91,20,True
960,1.7000000000000002,8,121,20,True
961,1.7000000000000002,8,151,20,True
962,1.7000000000000002,8,181,20,True
963,1.7000000000000002,8,211,20,True
964,1.7000000000000002,8,241,20,True
965,1.7000000000000002,8,271,20,True
966,1.7000000000000002,8,301,20,True
967,1.7000000000000002,8,331,20,True
968,1.7000000000000002,15,1,20,False
969,1.7000000000000002,15,31,20,False
970,1.7000000000000002,15,61,20,False
971,1.7000000000000002,15,91,20,True
972,1.7000000000000002,15,121,20,False
973,1.7000000000000002,15,151,20,True
974,1.7000000000000002,15,181,20,True
975,1.7000000000000002,15,211,20,True
976,1.7000000000000002,15,241,20,True
977,1.7000000000000002,15,271,20,True
978,1.7000000000000002,15,301,20,True
979,1.7000000000000002,15,331,20,True
980,1.7000000000000002,22,1,20,False
981,1.7000000000000002,22,31,20,False
982,1.7000000000000002,22,61,20,False
983,1.7000000000000002,22,91,20,True
984,1.7000000000000002,22,121,20,False
985,1.7000000000000002,22,151,20,True
986,1.7000000000000002,22,181,20,True
987,1.7000000000000002,22,211,20,True
988,1.7000000000000002,22,241,20,True
989,1.7000000000000002,22,271,20,True
990,1.7000000000000002,22,301,20,True
991,1.7000000000000002,22,331,20,True
992,1.7000000000000002,29,31,20,False
993,1.7000000000000002,29,61,20,False
994,1.7000000000000002,29,91,20,False
995,1.7000000000000002,29,121,20,True
996,1.7000000000000002,29,151,20,False
997,1.7000000000000002,29,181,20,False
998,1.7000000000000002,29,211,20,True
999,1.7000000000000002,29,241,20,True
1000,1.7000000000000002,29,271,20,True
1001,1.7000000000000002,29,301,20,True
1002,1.7000000000000002,29,331,20,True
1003,1.8000000000000003,1,1,20,False
1004,1.8000000000000003,1,31,20,True
1005,1.8000000000000003,1,61,20,True
1006,1.8000000000000003,1,91,20,True
1007,1.8000000000000003,1,121,20,True
1008,1.8000000000000003,1,151,20,True
1009,1.8000000000000003,1,181,20,True
1010,1.8000000000000003,1,211,20,True
1011,1.8000000000000003,1,241,20,True
1012,1.8000000000000003,1,271,20,True
1013,1.8000000000000003,1,301,20,True
1014,1.8000000000000003,1,331,20,True
1015,1.8000000000000003,8,1,20,False
1016,1.8000000000000003,8,31,20,False
1017,1.8000000000000003,8,61,20,False
1018,1.8000000000000003,8,91,20,True
1019,1.8000000000000003,8,121,20,True
1020,1.8000000000000003,8,151,20,True
1021,1.8000000000000003,8,181,20,True
1022,1.8000000000000003,8,211,20,True
1023,1.8000000000000003,8,241,20,True
1024,1.8000000000000003,8,271,20,True
1025,1.8000000000000003,8,301,20,True
1026,1.8000000000000003,8,331,20,True
1027,1.8000000000000003,15,1,20,False
1028,1.8000000000000003,15,31,20,False
1029,1.8000000000000003,15,61,20,False
1030,1.8000000000000003,15,91,20,False
1031,1.8000000000000003,15,121,20,True
1032,1.8000000000000003,15,151,20,True
1033,1.8000000000000003,15,181,20,False
1034,1.8000000000000003,15,211,20,True
1035,1.8000000000000003,15,241,20,True
1036,1.8000000000000003,15,271,20,True
1037,1.8000000000000003,15,301,20,True
1038,1.8000000000000003,15,331,20,True
1039,1.8000000000000003,22,1,20,False
1040,1.8000000000000003,22,31,20,False
1041,1.8000000000000003,22,61,20,False
1042,1.8000000000000003,22,91,20,True
1043,1.8000000000000003,22,121,20,False
1044,1.8000000000000003,22,151,20,True
1045,1.8000000000000003,22,181,20,True
1046,1.8000000000000003,22,211,20,True
1047,1.8000000000000003,22,241,20,True
1048,1.8000000000000003,22,271,20,True
1049,1.8000000000000003,22,301,20,True
1050,1.8000000000000003,22,331,20,True
1051,1.8000000000000003,29,31,20,False
1052,1.8000000000000003,29,61,20,False
1053,1.8000000000000003,29,91,20,False
1054,1.8000000000000003,29,121,20,False
1055,1.8000000000000003,29,151,20,True
1056,1.8000000000000003,29,181,20,True
1057,1.8000000000000003,29,211,20,False
1058,1.8000000000000003,29,241,20,False
1059,1.8000000000000003,29,271,20,True
1060,1.8000000000000003,29,301,20,False
1061,1.8000000000000003,29,331,20,True
1062,1.9000000000000001,1,1,20,False
1063,1.9000000000000001,1,31,20,True
1064,1.9000000000000001,1,61,20,True
1065,1.9000000000000001,1,91,20,True
1066,1.9000000000000001,1,121,20,True
1067,1.9000000000000001,1,151,20,True
1068,1.9000000000000001,1,181,20,True
1069,1.9000000000000001,1,211,20,True
1070,1.9000000000000001,1,241,20,True
1071,1.9000000000000001,1,271,20,True
1072,1.9000000000000001,1,301,20,True
1073,1.9000000000000001,1,331,20,True
1074,1.9000000000000001,8,1,20,False
1075,1.9000000000000001,8,31,20,False
1076,1.9000000000000001,8,61,20,True
1077,1.9000000000000001,8,91,20,True
1078,1.9000000000000001,8,121,20,True
1079,1.9000000000000001,8,151,20,True
1080,1.9000000000000001,8,181,20,True
1081,1.9000000000000001,8,211,20,True
1082,1.9000000000000001,8,241,20,True
1083,1.9000000000000001,8,271,20,True
1084,1.9000000000000001,8,301,20,True
1085,1.9000000000000001,8,331,20,True
1086,1.9000000000000001,15,1,20,False
1087,1.9000000000000001,15,31,20,False
1088,1.9000000000000001,15,61,20,True
1089,1.9000000000000001,15,91,20,True
1090,1.9000000000000001,15,121,20,True
1091,1.9000000000000001,15,151,20,True
1092,1.9000000000000001,15,181,20,False
1093,1.9000000000000001,15,211,20,True
1094,1.9000000000000001,15,241,20,True
1095,1.9000000000000001,15,271,20,True
1096,1.9000000000000001,15,301,20,True
1097,1.9000000000000001,15,331,20,True
1098,1.9000000000000001,22,1,20,True
1099,1.9000000000000001,22,31,20,False
1100,1.9000000000000001,22,61,20,False
1101,1.9000000000000001,22,91,20,False
1102,1.9000000000000001,22,121,20,False
1103,1.9000000000000001,22,151,20,True
1104,1.9000000000000001,22,181,20,True
1105,1.9000000000000001,22,211,20,True
1106,1.9000000000000001,22,241,20,True
1107,1.9000000000000001,22,271,20,True
1108,1.9000000000000001,22,301,20,True
1109,1.9000000000000001,22,331,20,True
1110,1.9000000000000001,29,31,20,False
1111,1.9000000000000001,29,61,20,False
1112,1.9000000000000001,29,91,20,False
1113,1.9000000000000001,29,121,20,False
1114,1.9000000000000001,29,151,20,False
1115,1.9000000000000001,29,181,20,True
1116,1.9000000000000001,29,211,20,False
1117,1.9000000000000001,29,241,20,True
1118,1.9000000000000001,29,271,20,True
1119,1.9000000000000001,29,301,20,True
1120,1.9000000000000001,29,331,20,True
1121,2.0,1,1,20,False
1122,2.0,1,31,20,True
1123,2.0,1,61,20,True
1124,2.0,1,91,20,True
1125,2.0,1,121,20,True
1126,2.0,1,151,20,True
1127,2.0,1,181,20,True
1128,2.0,1,211,20,True
1129,2.0,1,241,20,True
1130,2.0,1,271,20,True
1131,2.0,1,301,20,True
1132,2.0,1,331,20,True
1133,2.0,8,1,20,False
1134,2.0,8,31,20,False
1135,2.0,8,61,20,True
1136,2.0,8,91,20,True
1137,2.0,8,121,20,True
1138,2.0,8,151,20,True
1139,2.0,8,181,20,True
1140,2.0,8,211,20,True
1141,2.0,8,241,20,True
1142,2.0,8,271,20,True
1143,2.0,8,301,20,True
1144,2.0,8,331,20,True
1145,2.0,15,1,20,False
1146,2.0,15,31,20,False
1147,2.0,15,61,20,False
1148,2.0,15,91,20,True
1149,2.0,15,121,20,True
1150,2.0,15,151,20,True
1151,2.0,15,181,20,True
1152,2.0,15,211,20,True
1153,2.0,15,241,20,True
1154,2.0,15,271,20,True
1155,2.0,15,301,20,True
1156,2.0,15,331,20,True
1157,2.0,22,1,20,False
1158,2.0,22,31,20,False
1159,2.0,22,61,20,False
1160,2.0,22,91,20,False
1161,2.0,22,121,20,True
1162,2.0,22,151,20,True
1163,2.0,22,181,20,True
1164,2.0,22,211,20,True
1165,2.0,22,241,20,True
1166,2.0,22,271,20,True
1167,2.0,22,301,20,True
1168,2.0,22,331,20,True
1169,2.0,29,31,20,False
1170,2.0,29,61,20,False
1171,2.0,29,91,20,False
1172,2.0,29,121,20,False
1173,2.0,29,151,20,False
1174,2.0,29,181,20,True
1175,2.0,29,211,20,True
1176,2.0,29,241,20,False
1177,2.0,29,271,20,True
1178,2.0,29,301,20,True
1179,2.0,29,331,20,True
1180,2.1,1,1,20,False
1181,2.1,1,31,20,True
1182,2.1,1,61,20,True
1183,2.1,1,91,20,True
1184,2.1,1,121,20,True
1185,2.1,1,151,20,True
1186,2.1,1,181,20,True
1187,2.1,1,211,20,True
1188,2.1,1,241,20,True
1189,2.1,1,271,20,True
1190,2.1,1,301,20,True
1191,2.1,1,331,20,True
1192,2.1,8,1,20,False
1193,2.1,8,31,20,False
1194,2.1,8,61,20,True
1195,2.1,8,91,20,True
1196,2.1,8,121,20,True
1197,2.1,8,151,20,True
1198,2.1,8,181,20,True
1199,2.1,8,211,20,True
1200,2.1,8,241,20,True
1201,2.1,8,271,20,True
1202,2.1,8,301,20,True
1203,2.1,8,331,20,True
1204,2.1,15,1,20,False
1205,2.1,15,31,20,False
1206,2.1,15,61,20,False
1207,2.1,15,91,20,True
1208,2.1,15,121,20,True
1209,2.1,15,151,20,False
1210,2.1,15,181,20,True
1211,2.1,15,211,20,True
1212,2.1,15,241,20,True
1213,2.1,15,271,20,True
1214,2.1,15,301,20,True
